case,scenario,limit_s,label,method,spend_all,seed,appreciation,seconds,evaluations,budget_spent,reported_dmo,settings
IZZ,Base case,30,genetic_algorithm,genetic_algorithm,False,2,69.18976075653947,30.001847300001828,113550,99.99999999999997,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 30}"
IZZ,Base case,30,genetic_algorithm,genetic_algorithm,False,3,69.19033721718753,30.009551200004353,114150,99.99999999999999,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 30}"
IZZ,Base case,30,genetic_algorithm,genetic_algorithm,False,4,69.19032254354984,30.005011899993406,114400,99.99979803759922,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 30}"
IZZ,Base case,30,genetic_algorithm,genetic_algorithm,False,5,69.1902463017691,30.004873700003373,113900,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 30}"
IZZ,Base case,30,genetic_algorithm (spend all),genetic_algorithm,True,1,69.19037258384465,30.00994250000076,113700,100.00000000000001,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 30}"
IZZ,Base case,30,genetic_algorithm (spend all),genetic_algorithm,True,2,69.19054992987199,30.010538499998802,113050,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 30}"
IZZ,Base case,30,genetic_algorithm (spend all),genetic_algorithm,True,3,69.19045882233084,30.004126600004383,112850,99.99999999999999,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 30}"
IZZ,Base case,30,genetic_algorithm (spend all),genetic_algorithm,True,4,69.1902278762604,30.00987460000033,114700,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 30}"
IZZ,Base case,30,genetic_algorithm (spend all),genetic_algorithm,True,5,69.19024840250655,30.004222800002026,111350,100.00000000000001,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 30}"
IZZ,Base case,30,mdbh,mdbh,False,1,69.19025370774085,30.001691600002232,121240,99.9994125772016,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 30}"
IZZ,Base case,30,mdbh,mdbh,False,2,69.19019124434438,30.000209200006793,121464,99.99968291858957,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 30}"
IZZ,Base case,30,mdbh,mdbh,False,3,69.19032188252324,30.00135749999754,121626,99.9718014339328,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 30}"
IZZ,Base case,30,mdbh,mdbh,False,4,69.19028407660012,30.000619800004642,120974,99.9999746410582,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 30}"
IZZ,Base case,30,mdbh,mdbh,False,5,69.19022816788059,30.00108360000013,120653,99.99999999078203,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 30}"
IZZ,Base case,60,grid,grid,False,0,69.09675351367027,60.00019479999901,240872,100.0,Timed (Base case),{'max_calculation_time': 60}
IZZ,Base case,60,grid (capped),grid_capped,False,0,69.09675351367027,60.00017390000721,238634,100.0,Timed (Base case),{'max_calculation_time': 60}
IZZ,Base case,60,slsqp,slsqp,False,1,69.190548561642,60.05920840000181,220510,99.99999999999896,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp,slsqp,False,2,69.19054346932815,60.043673700005456,220723,99.99999999999999,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp,slsqp,False,3,69.19054512701015,60.019208899997466,218337,100.00000000000003,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp,slsqp,False,4,69.1905479296398,60.04941300000064,221318,100.0,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp,slsqp,False,5,69.1905515509028,60.025052199998754,218014,99.99999999999999,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp (spend all),slsqp,True,1,69.1905505432962,60.025306100003945,220500,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp (spend all),slsqp,True,2,69.19054837225099,60.05890450000152,219983,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp (spend all),slsqp,True,3,69.19054340375476,60.008690500006196,218517,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp (spend all),slsqp,True,4,69.19054349251795,60.00327929999912,220116,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,slsqp (spend all),slsqp,True,5,69.19054545213271,60.04643680000299,218425,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping,basin_hopping,False,1,69.19055127505627,60.105586999998195,218189,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping,basin_hopping,False,2,69.19055086717847,60.04275849999976,219548,99.99999999999999,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping,basin_hopping,False,3,69.19054699791309,60.11644459999661,216521,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping,basin_hopping,False,4,69.19054795881212,60.046828200000164,216125,99.99999999999878,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping,basin_hopping,False,5,69.19054416110131,60.08897349999461,215264,100.00000000000001,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping (spend all),basin_hopping,True,1,69.19054148348737,60.04274830000213,217993,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping (spend all),basin_hopping,True,2,69.19054610666116,60.07661160000134,215807,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping (spend all),basin_hopping,True,3,69.19054151186765,60.067754499999864,216973,100.00000000000001,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping (spend all),basin_hopping,True,4,69.19054349251795,60.05113469999924,213830,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,basin_hopping (spend all),basin_hopping,True,5,69.19055165820762,60.00073390000034,216833,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm,genetic_algorithm,False,1,69.19022422123393,60.00061200000346,224500,99.99999477852826,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm,genetic_algorithm,False,2,69.19028909744301,60.007615800001076,223300,99.9980336755554,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm,genetic_algorithm,False,3,69.19034050187217,60.00059709999914,223750,99.99999999999997,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm,genetic_algorithm,False,4,69.19032294966159,60.00105720000283,223600,99.99989528404197,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm,genetic_algorithm,False,5,69.1902463017691,60.0069547000021,224000,99.99999999999997,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm (spend all),genetic_algorithm,True,1,69.19037307184422,60.012452199996915,221700,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm (spend all),genetic_algorithm,True,2,69.19055122729353,60.00790949999646,221000,100.00000000000001,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm (spend all),genetic_algorithm,True,3,69.19046072210807,60.00046709999879,222500,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm (spend all),genetic_algorithm,True,4,69.1902278762604,60.00988040000084,221100,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,genetic_algorithm (spend all),genetic_algorithm,True,5,69.19029780585369,60.01197050000337,224100,100.00000000000003,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 60}"
IZZ,Base case,60,mdbh,mdbh,False,1,69.19025370774085,60.001218899997184,241643,99.9994125772016,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 60}"
IZZ,Base case,60,mdbh,mdbh,False,2,69.19036389236751,60.001689600001555,243955,99.99994274149442,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 60}"
IZZ,Base case,60,mdbh,mdbh,False,3,69.19032188252324,60.0019656000004,240082,99.9718014339328,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 60}"
IZZ,Base case,60,mdbh,mdbh,False,4,69.19041242346631,60.00012059999426,241009,99.9762364508914,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 60}"
IZZ,Base case,60,mdbh,mdbh,False,5,69.19027076973205,60.00197079999634,243515,99.99960137458362,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 60}"
IZZ,Base case,120,grid,grid,False,0,69.09675351367027,120.00006310000026,475744,100.0,Timed (Base case),{'max_calculation_time': 120}
IZZ,Base case,120,grid (capped),grid_capped,False,0,69.09675351367027,120.00012409999908,475901,100.0,Timed (Base case),{'max_calculation_time': 120}
IZZ,Base case,120,slsqp,slsqp,False,1,69.19055229464331,120.06041520000144,437948,99.99999999999997,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp,slsqp,False,2,69.1905507986831,120.03718979999394,432192,100.0,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp,slsqp,False,3,69.19054896642581,120.02245740000217,443349,100.0,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp,slsqp,False,4,69.1905479296398,120.01461710000149,438226,100.0,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp,slsqp,False,5,69.1905515509028,120.01474769999913,437984,99.99999999999999,Timed (Base case),"{'n_starts': 10000, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp (spend all),slsqp,True,1,69.19055055080993,120.00832529999752,440373,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp (spend all),slsqp,True,2,69.1905494728691,120.02963569999702,435476,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp (spend all),slsqp,True,3,69.19055001030402,120.03845079999883,440432,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp (spend all),slsqp,True,4,69.19054349251795,120.03782360000332,437151,100.0,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,slsqp (spend all),slsqp,True,5,69.19054981925213,120.03864979999344,438090,99.99999999999997,Timed (Base case),"{'n_starts': 10000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping,basin_hopping,False,1,69.19055127505627,120.06856870000047,442469,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping,basin_hopping,False,2,69.19055086717847,120.04432579999411,436722,99.99999999999999,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping,basin_hopping,False,3,69.19054699791309,120.03263919999881,434953,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping,basin_hopping,False,4,69.19055219146017,120.17245430000185,425551,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping,basin_hopping,False,5,69.19054629982904,120.03214730000036,433576,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping (spend all),basin_hopping,True,1,69.19054148348737,120.05684299999848,438864,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping (spend all),basin_hopping,True,2,69.19055169489118,120.07135089999792,437250,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping (spend all),basin_hopping,True,3,69.19054399974675,120.02303359999496,440292,99.99999999999999,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping (spend all),basin_hopping,True,4,69.19055179392842,120.01933790000476,439453,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,basin_hopping (spend all),basin_hopping,True,5,69.19055165820762,120.05666129999736,438600,100.0,Timed (Base case),"{'n_starts': 1, 'n_hops': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm,genetic_algorithm,False,1,69.19022422123396,120.00093979999656,454050,99.99999477852822,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm,genetic_algorithm,False,2,69.19029429725425,120.00189550000505,453650,99.99999999999994,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm,genetic_algorithm,False,3,69.19034056594701,120.00377109999681,455100,99.99999999999999,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm,genetic_algorithm,False,4,69.1903235317522,120.00789230000373,454450,99.99994551553341,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm,genetic_algorithm,False,5,69.19024674831408,120.01314110000385,455250,99.99996561705478,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm (spend all),genetic_algorithm,True,1,69.19039981799355,120.0014805000028,455450,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm (spend all),genetic_algorithm,True,2,69.19055274009611,120.01068550000491,452250,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm (spend all),genetic_algorithm,True,3,69.1904641948329,120.00918610000372,450600,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm (spend all),genetic_algorithm,True,4,69.1902322132887,120.0066791000063,451100,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,genetic_algorithm (spend all),genetic_algorithm,True,5,69.19029909767517,120.01223300000129,456050,100.0,Timed (Base case),"{'population_size': 50, 'n_generations': 1000000, 'spend_all': True, 'max_calculation_time': 120}"
IZZ,Base case,120,mdbh,mdbh,False,1,69.19032225034826,120.00067080000008,487066,99.99996478684069,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 120}"
IZZ,Base case,120,mdbh,mdbh,False,2,69.1903797918113,120.00015980000171,490206,99.9936753266892,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 120}"
IZZ,Base case,120,mdbh,mdbh,False,3,69.19047709095159,120.00082019999536,484999,99.99954697642228,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 120}"
IZZ,Base case,120,mdbh,mdbh,False,4,69.19045025138675,120.00168580000172,485796,99.9999998997946,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 120}"
IZZ,Base case,120,mdbh,mdbh,False,5,69.19042034216632,120.00143260000186,484785,99.99981398300407,Timed (Base case),"{'n_starts': 10000, 'n_hops': 10, 'n_local_steps': 50, 'max_calculation_time': 120}"
